"id","sell_order_state_id","sell_order_state_name","assigned_warehouse_id","assigned_warehouse_name","creation_date","creation_date2","creation_date3","delivered_date","picked_up_date","picked_up_date2","picked_up_date3","delivery_promise_max","delivery_promise_max2","delivery_promise_max3","pack_promise_max","pack_promise_max2","pack_promise_max3","closed_date","closed_date2","closed_date3","sell_order_id","sell_order_id_with_issue"
1678295588142314,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:08","202303","2023-03-08","2023-03-29 21:39:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 21:39:12","202303","2023-03-29",,
1678295594602340,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:15","202303","2023-03-08","2023-03-29 21:39:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 21:39:05","202303","2023-03-29",,
1678295594858599,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:15","202303","2023-03-08","2023-04-21 15:15:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-04-21 15:15:45","202304","2023-04-21",,
1678295597666231,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:18","202303","2023-03-08","2023-04-21 15:15:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-04-21 15:15:50","202304","2023-04-21",,
1678295597717136,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:18","202303","2023-03-08","2023-11-02 21:31:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-11-02 21:31:41","202311","2023-11-02",1678295597717136,yes
1678295597884166,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:18","202303","2023-03-08","2023-03-15 03:56:08",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-15 03:56:09","202303","2023-03-15",,
1678295597959452,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:18","202303","2023-03-08","2023-03-15 03:55:29",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-15 03:55:39","202303","2023-03-15",,
1678295598057974,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:18","202303","2023-03-08","2023-03-15 16:53:01",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-15 16:53:06","202303","2023-03-15",,
1678295600239123,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:20","202303","2023-03-08","2023-09-05 17:27:05",,,,"2023-03-08 19:13:20","202303","2023-03-08","2023-03-08 18:13:20","202303","2023-03-08","2023-09-05 17:27:10","202309","2023-09-05",,
1678295600340126,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:20","202303","2023-03-08","2023-03-09 21:27:00",,,,"2023-03-09 01:00:00","202303","2023-03-09","2023-03-08 20:00:00","202303","2023-03-08","2023-03-09 21:28:02","202303","2023-03-09",,
1678295600396713,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:20","202303","2023-03-08","2023-03-15 16:51:37",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-15 16:51:44","202303","2023-03-15",,
1678295600706646,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:21","202303","2023-03-08","2023-03-15 17:03:14",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-15 17:03:18","202303","2023-03-15",,
1678295602883937,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:23","202303","2023-03-08","2023-03-15 17:13:47",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-15 17:13:53","202303","2023-03-15",,
1678295602986278,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:23","202303","2023-03-08","2023-03-14 20:19:28",,,,"2023-03-09 01:00:00","202303","2023-03-09","2023-03-08 20:00:00","202303","2023-03-08","2023-03-14 20:19:34","202303","2023-03-14",,
1678295605786589,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:13:26","202303","2023-03-08","2023-03-29 22:26:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 22:26:11","202303","2023-03-29",,
1678297136224485,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:38:56","202303","2023-03-08","2023-04-21 15:15:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-04-21 15:15:41","202304","2023-04-21",,
1678297136226888,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:38:56","202303","2023-03-08","2023-04-21 15:15:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-04-21 15:15:33","202304","2023-04-21",,
1678297136453165,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:38:56","202303","2023-03-08","2023-03-09 21:28:00",,,,"2023-03-09 01:00:00","202303","2023-03-09","2023-03-08 20:00:00","202303","2023-03-08","2023-03-09 21:28:09","202303","2023-03-09",,
1678297142170966,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:02","202303","2023-03-08","2023-03-29 22:33:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 22:34:00","202303","2023-03-29",,
1678297145343403,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:05","202303","2023-03-08","2023-03-29 20:56:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 20:56:56","202303","2023-03-29",,
1678297145505115,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:06","202303","2023-03-08","2023-03-29 20:56:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 20:56:42","202303","2023-03-29",,
1678297145660453,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:06","202303","2023-03-08","2023-07-19 14:36:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-07-19 14:37:10","202307","2023-07-19",,
1678297148067666,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:08","202303","2023-03-08","2023-09-05 19:10:54",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-09-05 19:11:08","202309","2023-09-05",,
1678297150211585,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:10","202303","2023-03-08","2023-03-29 15:29:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 15:29:27","202303","2023-03-29",,
1678297150306655,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:10","202303","2023-03-08","2023-03-29 15:29:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-03-29 15:29:37","202303","2023-03-29",,
1678297150308287,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:10","202303","2023-03-08","2023-03-08 21:55:35",,,,"2023-03-09 01:00:00","202303","2023-03-09","2023-03-08 20:00:00","202303","2023-03-08","2023-03-08 21:55:35","202303","2023-03-08",,
1678297152768462,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:13","202303","2023-03-08","2023-06-27 16:50:00",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-06-27 16:50:44","202306","2023-06-27",,
1678297152916553,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:13","202303","2023-03-08","2023-03-14 05:39:33",,,,"2023-03-09 01:00:00","202303","2023-03-09","2023-03-08 20:00:00","202303","2023-03-08","2023-03-14 05:39:37","202303","2023-03-14",,
1678297152989110,8,Delivered to buyer,1,Bogota #1,"2023-03-08 17:39:13","202303","2023-03-08","2023-06-27 16:49:19",,,,"2023-03-10 01:00:00","202303","2023-03-10","2023-03-08 21:00:00","202303","2023-03-08","2023-06-27 16:49:23","202306","2023-06-27",,
1678486071310352,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:07:51","202303","2023-03-10","2023-03-31 20:03:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-31 20:03:48","202303","2023-03-31",,
1678486078533926,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:07:59","202303","2023-03-10","2023-03-31 20:09:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-31 20:09:10","202303","2023-03-31",,
1678486078760349,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:07:59","202303","2023-03-10","2023-08-16 14:49:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-08-16 14:49:57","202308","2023-08-16",,
1678486078903271,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:07:59","202303","2023-03-10","2023-04-05 16:35:06",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-04-05 16:35:10","202304","2023-04-05",,
1678486079190604,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:07:59","202303","2023-03-10","2023-03-29 14:50:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-29 14:50:38","202303","2023-03-29",,
1678486084721157,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:05","202303","2023-03-10","2023-03-30 20:22:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-30 20:22:46","202303","2023-03-30",,
1678486089175944,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:09","202303","2023-03-10","2023-04-11 20:16:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-04-11 20:16:54","202304","2023-04-11",,
1678486089219764,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:09","202303","2023-03-10","2023-03-30 20:22:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-30 20:22:37","202303","2023-03-30",,
1678486091538965,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:12","202303","2023-03-10","2023-03-30 21:51:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-30 21:51:08","202303","2023-03-30",,
1678486091607327,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:12","202303","2023-03-10","2023-07-10 03:33:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-07-10 03:33:08","202307","2023-07-10",,
1678486092813200,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:13","202303","2023-03-10","2023-08-31 19:16:21",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-08-31 19:16:32","202308","2023-08-31",,
1678486095627996,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:16","202303","2023-03-10","2023-03-30 21:51:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-30 21:51:15","202303","2023-03-30",,
1678486095756915,8,Delivered to buyer,1,Bogota #1,"2023-03-10 22:08:16","202303","2023-03-10","2023-03-29 14:50:00",,,,"2023-03-12 01:00:00","202303","2023-03-12","2023-03-11 16:00:00","202303","2023-03-11","2023-03-29 14:50:46","202303","2023-03-29",,
1678755179240135,8,Delivered to buyer,2,Medellin #1,"2023-03-14 00:52:59","202303","2023-03-14","2023-05-03 14:41:00",,,,"2023-03-15 01:00:00","202303","2023-03-15","2023-03-14 16:00:00","202303","2023-03-14","2023-05-03 14:41:49","202305","2023-05-03",,
1678805661446905,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:21","202303","2023-03-14","2023-04-12 19:19:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 19:19:08","202304","2023-04-12",,
1678805661532202,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:22","202303","2023-03-14","2023-06-27 15:26:30",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-27 15:26:40","202306","2023-06-27",,
1678805662511435,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:23","202303","2023-03-14","2023-04-05 16:28:59",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-05 16:29:02","202304","2023-04-05",,
1678805668167889,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:28","202303","2023-03-14","2023-06-27 15:28:04",,,,"2023-03-14 16:54:28","202303","2023-03-14","2023-03-14 15:54:28","202303","2023-03-14","2023-06-27 15:28:08","202306","2023-06-27",,
1678805668286700,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:28","202303","2023-03-14","2023-07-09 06:10:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-07-09 06:10:39","202307","2023-07-09",,
1678805668367214,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:28","202303","2023-03-14","2023-04-21 15:17:00",,,,"2023-03-24 01:00:00","202303","2023-03-24","2023-03-23 20:00:00","202303","2023-03-23","2023-04-21 15:17:01","202304","2023-04-21",,
1678805669304433,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:29","202303","2023-03-14","2023-04-12 15:15:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 15:15:07","202304","2023-04-12",,
1678805671841541,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:32","202303","2023-03-14","2023-04-12 15:16:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 15:16:14","202304","2023-04-12",,
1678805671885781,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:32","202303","2023-03-14","2023-04-12 15:16:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 15:16:07","202304","2023-04-12",,
1678805672025573,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:32","202303","2023-03-14","2023-06-27 15:15:21",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-27 15:15:26","202306","2023-06-27",,
1678805672046251,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:32","202303","2023-03-14","2023-06-27 15:15:50",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-27 15:15:54","202306","2023-06-27",,
1678805674219355,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:34","202303","2023-03-14","2023-06-27 15:05:42",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-27 15:05:47","202306","2023-06-27",,
1678805674521168,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:35","202303","2023-03-14","2023-04-12 15:53:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 15:53:13","202304","2023-04-12",,
1678805676687422,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:37","202303","2023-03-14","2023-05-09 13:58:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-05-09 13:58:35","202305","2023-05-09",,
1678805676769509,8,Delivered to buyer,1,Bogota #1,"2023-03-14 14:54:37","202303","2023-03-14","2023-04-12 17:42:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 17:42:02","202304","2023-04-12",,
1678806186691323,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:07","202303","2023-03-14","2023-04-12 15:53:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 15:53:09","202304","2023-04-12",,
1678806188895702,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:09","202303","2023-03-14","2023-04-12 19:29:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-04-12 19:29:04","202304","2023-04-12",,
1678806190632604,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:11","202303","2023-03-14","2023-06-27 15:07:19",,,,"2023-03-14 17:03:10","202303","2023-03-14","2023-03-14 16:03:10","202303","2023-03-14","2023-06-27 15:07:26","202306","2023-06-27",,
1678806193573905,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:14","202303","2023-03-14","2023-06-26 21:44:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-26 21:44:41","202306","2023-06-26",,
1678806194761320,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:15","202303","2023-03-14","2023-06-26 21:44:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-26 21:44:35","202306","2023-06-26",,
1678806198124876,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:18","202303","2023-03-14","2023-07-10 03:33:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-07-10 03:33:56","202307","2023-07-10",,
1678806198228482,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:18","202303","2023-03-14","2023-06-26 15:16:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-26 15:16:56","202306","2023-06-26",,
1678806199373231,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:19","202303","2023-03-14","2023-06-26 21:43:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-26 21:43:43","202306","2023-06-26",,
1678806209066250,8,Delivered to buyer,1,Bogota #1,"2023-03-14 15:03:29","202303","2023-03-14","2023-06-26 21:43:00",,,,"2023-03-16 01:00:00","202303","2023-03-16","2023-03-14 21:00:00","202303","2023-03-14","2023-06-26 21:43:55","202306","2023-06-26",,
1681247774627717,8,Delivered to buyer,1,Bogota #1,"2023-04-11 21:16:15","202304","2023-04-11","2023-04-12 19:29:00",,,,"2023-04-14 01:00:00","202304","2023-04-14","2023-04-12 21:00:00","202304","2023-04-12","2023-04-12 19:29:11","202304","2023-04-12",,
1681742540552570,8,Delivered to buyer,3,Ciudad de Mexico #1,"2023-04-17 14:42:21","202304","2023-04-17","2023-04-18 20:51:00",,,,"2023-04-21 02:00:00","202304","2023-04-21","2023-04-17 22:00:00","202304","2023-04-17","2023-04-18 20:51:11","202304","2023-04-18",,
1681742758853575,8,Delivered to buyer,3,Ciudad de Mexico #1,"2023-04-17 14:45:59","202304","2023-04-17","2023-04-18 20:51:00",,,,"2023-04-30 02:00:00","202304","2023-04-30","2023-04-17 22:00:00","202304","2023-04-17","2023-04-18 20:51:16","202304","2023-04-18",,
1681745038371812,8,Delivered to buyer,1,Bogota #1,"2023-04-17 15:23:58","202304","2023-04-17","2024-01-09 20:37:25",,,,"2023-04-19 01:00:00","202304","2023-04-19","2023-04-17 21:00:00","202304","2023-04-17","2024-01-09 20:37:28","202401","2024-01-09",,
1681918020909642,8,Delivered to buyer,16,Bogota #2,"2023-04-19 15:27:01","202304","2023-04-19","2023-04-20 18:10:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-19 21:00:00","202304","2023-04-19","2023-04-20 18:10:29","202304","2023-04-20",,
1681918492691897,8,Delivered to buyer,16,Bogota #2,"2023-04-19 15:34:53","202304","2023-04-19","2023-04-20 18:10:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-19 21:00:00","202304","2023-04-19","2023-04-20 18:10:36","202304","2023-04-20",,
1681919160756116,8,Delivered to buyer,16,Bogota #2,"2023-04-19 15:46:01","202304","2023-04-19","2023-04-20 18:10:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-19 21:00:00","202304","2023-04-19","2023-04-20 18:10:54","202304","2023-04-20",,
1681921178798219,8,Delivered to buyer,1,Bogota #1,"2023-04-19 16:19:39","202304","2023-04-19","2023-06-27 16:57:29",,,,"2023-04-19 18:19:37","202304","2023-04-19","2023-04-19 17:19:37","202304","2023-04-19","2023-06-27 16:57:34","202306","2023-06-27",,
1681921178810289,8,Delivered to buyer,1,Bogota #1,"2023-04-19 16:19:39","202304","2023-04-19","2023-06-22 13:53:00",,,,"2023-04-21 01:00:00","202304","2023-04-21","2023-04-19 21:00:00","202304","2023-04-19","2023-06-22 13:53:46","202306","2023-06-22",,
1681921193979802,8,Delivered to buyer,1,Bogota #1,"2023-04-19 16:19:54","202304","2023-04-19","2023-06-22 13:53:00",,,,"2023-04-21 01:00:00","202304","2023-04-21","2023-04-19 21:00:00","202304","2023-04-19","2023-06-22 13:53:50","202306","2023-06-22",,
1681921198579390,8,Delivered to buyer,1,Bogota #1,"2023-04-19 16:19:59","202304","2023-04-19","2023-06-22 13:53:00",,,,"2023-04-21 01:00:00","202304","2023-04-21","2023-04-19 21:00:00","202304","2023-04-19","2023-06-22 13:53:53","202306","2023-06-22",,
1682015262565978,8,Delivered to buyer,1,Bogota #1,"2023-04-20 18:27:43","202304","2023-04-20","2023-04-20 21:22:00",,,,"2023-04-21 01:00:00","202304","2023-04-21","2023-04-20 20:00:00","202304","2023-04-20","2023-04-20 21:22:15","202304","2023-04-20",,
1682017838231627,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:38","202304","2023-04-20","2023-05-09 13:58:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-05-09 13:58:38","202305","2023-05-09",,
1682017838302316,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:38","202304","2023-04-20","2023-05-09 13:58:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-05-09 13:58:33","202305","2023-05-09",,
1682017845151425,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:45","202304","2023-04-20","2023-06-22 13:53:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-06-22 13:53:43","202306","2023-06-22",,
1682017850964634,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:51","202304","2023-04-20","2023-05-26 15:52:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-05-26 15:52:14","202305","2023-05-26",,
1682017852764781,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:53","202304","2023-04-20","2023-06-22 13:53:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-06-22 13:53:55","202306","2023-06-22",,
1682017854952682,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:55","202304","2023-04-20","2023-06-22 13:53:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-06-22 13:53:59","202306","2023-06-22",,
1682017855024947,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:55","202304","2023-04-20","2023-05-26 15:52:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-05-26 15:52:18","202305","2023-05-26",,
1682017855322705,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:55","202304","2023-04-20","2023-05-26 15:52:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-05-26 15:52:24","202305","2023-05-26",,
1682017857596421,8,Delivered to buyer,1,Bogota #1,"2023-04-20 19:10:58","202304","2023-04-20","2023-05-26 15:52:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-20 21:00:00","202304","2023-04-20","2023-05-26 15:52:27","202305","2023-05-26",,
1682029039714768,8,Delivered to buyer,2,Medellin #1,"2023-04-20 22:17:20","202304","2023-04-20","2023-05-03 16:41:00",,,,"2023-04-25 01:00:00","202304","2023-04-25","2023-04-21 21:00:00","202304","2023-04-21","2023-05-03 16:41:41","202305","2023-05-03",,
1682029110243939,8,Delivered to buyer,2,Medellin #1,"2023-04-20 22:18:30","202304","2023-04-20","2023-05-03 16:30:00",,,,"2023-04-22 01:00:00","202304","2023-04-22","2023-04-21 16:00:00","202304","2023-04-21","2023-05-03 16:30:54","202305","2023-05-03",,
1682602666785724,8,Delivered to buyer,2,Medellin #1,"2023-04-27 13:37:47","202304","2023-04-27","2023-05-09 21:21:00",,,,"2023-04-28 01:00:00","202304","2023-04-28","2023-04-27 20:00:00","202304","2023-04-27","2023-05-09 21:21:12","202305","2023-05-09",,
1682603035791842,8,Delivered to buyer,2,Medellin #1,"2023-04-27 13:43:56","202304","2023-04-27","2023-05-03 17:37:00",,,,"2023-04-28 01:00:00","202304","2023-04-28","2023-04-27 20:00:00","202304","2023-04-27","2023-05-03 17:37:33","202305","2023-05-03",,
1682629335640585,8,Delivered to buyer,2,Medellin #1,"2023-04-27 21:02:16","202304","2023-04-27","2023-05-09 21:21:00",,,,"2023-04-29 01:00:00","202304","2023-04-29","2023-04-28 16:00:00","202304","2023-04-28","2023-05-09 21:21:15","202305","2023-05-09",,
1683042964366388,8,Delivered to buyer,1,Bogota #1,"2023-05-02 15:56:04","202305","2023-05-02","2023-05-17 16:28:00",,,,"2023-05-04 01:00:00","202305","2023-05-04","2023-05-02 21:00:00","202305","2023-05-02","2023-05-17 16:28:14","202305","2023-05-17",,
1683061156386231,8,Delivered to buyer,2,Medellin #1,"2023-05-02 20:59:16","202305","2023-05-02","2023-05-03 17:42:00",,,,"2023-05-04 01:00:00","202305","2023-05-04","2023-05-03 16:00:00","202305","2023-05-03","2023-05-03 17:42:19","202305","2023-05-03",,
1683079486450184,8,Delivered to buyer,1,Bogota #1,"2023-05-03 02:04:46","202305","2023-05-03","2023-09-04 15:10:00",,,,"2023-05-04 01:00:00","202305","2023-05-04","2023-05-03 16:00:00","202305","2023-05-03","2023-09-04 15:10:10","202309","2023-09-04",,
1683087393517283,8,Delivered to buyer,1,Bogota #1,"2023-05-03 04:16:34","202305","2023-05-03","2023-08-16 14:50:00",,,,"2023-05-04 01:00:00","202305","2023-05-04","2023-05-03 16:00:00","202305","2023-05-03","2023-08-16 14:51:02","202308","2023-08-16",,
1683087462823142,8,Delivered to buyer,1,Bogota #1,"2023-05-03 04:17:43","202305","2023-05-03","2023-05-03 20:17:00",,,,"2023-05-04 01:00:00","202305","2023-05-04","2023-05-03 16:00:00","202305","2023-05-03","2023-05-03 20:17:19","202305","2023-05-03",,
1683087705345729,8,Delivered to buyer,1,Bogota #1,"2023-05-03 04:21:45","202305","2023-05-03","2023-07-19 14:10:00",,,,"2023-05-04 01:00:00","202305","2023-05-04","2023-05-03 16:00:00","202305","2023-05-03","2023-07-19 14:10:18","202307","2023-07-19",,
